Metoda Szyfrowania,Szerokość,Wysokość,Czas Przetwarzania (sekundy),Sukces
CKKS,100,100,0.12212371826171875,True
CKKS,500,500,1.5194883346557617,True
CKKS,1000,1000,6.145068168640137,True
BFV,100,100,0.024283409118652344,False
BFV,500,500,0.0100860595703125,False
BFV,1000,1000,0.016104459762573242,False
BGV,100,100,0.013989448547363281,False
BGV,500,500,0.002110719680786133,False
BGV,1000,1000,0.008188962936401367,False
